chr1	3072912	3073185	0.236914
chr1	3671377	3672022	2.13223
chr1	3981884	3983173	1.57225
chr1	4422124	4422489	0.55998
chr1	4424953	4425276	0.603055
chr1	4471062	4472913	2.41222
chr1	4473359	4473583	0.236914
chr1	4474026	4475271	2.9722
chr1	4491709	4493519	7.53819
chr1	4536806	4539197	4.60906
chr1	4627236	4627863	0.624593
chr1	4628667	4629108	0.603055
chr1	4660575	4660896	0.323065
chr1	4670710	4675496	7.64588
chr1	4722345	4723026	0.732281
chr1	4724085	4724665	0.753819
chr1	4724717	4724986	0.430754
chr1	4783926	4786334	13.741
chr1	4786824	4787880	1.44302
chr1	4788299	4789053	1.57225
chr1	4800677	4804855	17.8117
chr1	4806888	4809177	17.704
chr1	4813490	4814011	0.689206
chr1	4851750	4852784	3.68294
chr1	4854713	4858801	17.144
chr1	4883368	4883666	0.236914
chr1	4915615	4916035	0.732281
chr1	4933566	4936301	7.90433
chr1	4968947	4973652	21.1069
chr1	4974522	4974817	0.603055
chr1	4975610	4976659	1.24919
chr1	5019177	5020191	3.85524
chr1	5082626	5083684	8.83045
chr1	5231476	5232253	1.55071
chr1	5257752	5257933	0.150764
chr1	5260177	5262180	5.7721
chr1	5460756	5462628	3.94139
chr1	5778563	5779358	1.37841
chr1	5781849	5782015	0.344603
chr1	6214075	6215415	14.4518
chr1	6382995	6383165	0.904582
chr1	6447881	6448325	0.732281
chr1	6983715	6984049	0.495367
chr1	6984855	6985277	0.753819
chr1	7010465	7010750	0.624593
chr1	7013547	7013880	1.37841
chr1	7044853	7046485	3.27373
chr1	7046941	7047500	1.16303
chr1	7052762	7053650	1.50764
chr1	7067841	7070590	6.4613
chr1	7087308	7091216	26.4267
chr1	7091858	7092086	0.581517
chr1	7114761	7115017	0.516904
chr1	7120293	7120539	0.172301
chr1	7120759	7123102	4.73829
chr1	7123769	7126794	11.415
chr1	7128333	7131483	7.79664
chr1	7139185	7139511	0.667668
chr1	7206164	7207746	3.70448
chr1	7298613	7300239	2.49837
chr1	7311922	7313463	1.57225
chr1	7396920	7398735	10.2304
chr1	7452124	7452286	0.301527
chr1	7496772	7497202	0.516904
chr1	7497916	7498321	1.39995
chr1	7498853	7499309	0.839969
chr1	7502348	7503130	1.18457
chr1	7671310	7671698	0.603055
chr1	7672195	7672391	0.27999
chr1	8094918	8095129	0.473829
chr1	8096147	8098104	2.41222
chr1	8533363	8533718	0.64613
chr1	8535283	8536802	1.63686
chr1	8536866	8537331	0.387678
chr1	8558680	8558883	0.409216
chr1	8581272	8583380	6.24593
chr1	8913366	8913823	0.689206
chr1	8934519	8937388	11.695
chr1	8938455	8942948	12.9657
chr1	9349307	9350086	1.18457
chr1	9442441	9442716	0.452291
chr1	9536168	9536481	0.452291
chr1	9537080	9537490	0.775356
chr1	9544733	9546525	15.3779
chr1	9548108	9548719	1.57225
chr1	9638816	9639168	0.710743
chr1	9699593	9701671	15.6364
chr1	9747687	9748855	6.82744
chr1	9756153	9756406	0.603055
chr1	9768120	9769230	2.90759
chr1	9797912	9798519	3.18758
chr1	9848428	9848606	0.452291
chr1	9941426	9944802	21.9038
chr1	10037391	10040182	26.8144
chr1	10169492	10172249	5.70748
chr1	10232145	10233420	8.83045
chr1	10256473	10257030	1.11996
chr1	10648821	10648985	0.27999
chr1	10649630	10651905	4.4583
chr1	10816650	10816923	0.27999
chr1	10851277	10854374	5.25519
chr1	10876548	10881638	24.8976
chr1	10933679	10934068	0.538442
chr1	10993510	10993925	2.90759
chr1	11250316	11250674	0.55998
chr1	11275112	11279561	11.3934
chr1	11329359	11331226	3.33834
chr1	11350765	11351010	0.603055
chr1	11395104	11396750	3.85524
chr1	11414224	11414559	0.947658
chr1	11466631	11467121	1.35687
chr1	11499295	11499609	0.689206
chr1	11500465	11503386	8.46431
chr1	11503652	11503942	0.215377
chr1	11745002	11748528	4.26446
chr1	12060915	12061307	0.430754
chr1	12126256	12126500	0.409216
chr1	12203660	12204964	1.6584
chr1	12344432	12345277	0.947658
chr1	12587319	12587612	0.603055
chr1	12644686	12644953	0.796894
chr1	12717390	12720044	5.55672
chr1	12720823	12721561	0.839969
chr1	12722889	12723569	0.689206
chr1	12740739	12748928	19.2978
chr1	12754047	12754899	1.35687
chr1	12811188	12811571	0.667668
chr1	12813850	12814340	0.883045
chr1	12835567	12836599	3.53218
chr1	12990745	12990957	0.947658
chr1	12991801	12992523	2.47683
chr1	13014805	13015763	2.21838
chr1	13070825	13070984	0.387678
chr1	13071908	13075500	8.03355
chr1	13076485	13078652	4.58753
chr1	13079314	13081545	4.04908
chr1	13082297	13082997	1.61533
chr1	13083935	13086406	5.51365
chr1	13093350	13096553	14.5164
chr1	13103710	13104432	2.47683
chr1	13115749	13115976	0.452291
chr1	13125460	13127720	5.29827
chr1	13128440	13128669	1.01227
chr1	13204800	13205031	0.603055
chr1	13206631	13206834	0.301527
chr1	13216146	13216471	0.581517
chr1	13259332	13259996	1.35687
chr1	13372058	13374592	25.6729
chr1	13454778	13457011	3.76909
chr1	13457305	13458029	2.06762
chr1	13589087	13589897	9.2612
chr1	13646087	13647110	1.39995
chr1	13653663	13654369	0.818432
chr1	13657616	13666469	47.1891
chr1	13679962	13680164	0.150764
chr1	13872924	13873643	0.904582
chr1	13941437	13941733	0.27999
chr1	13942449	13942725	0.366141
chr1	14000843	14001705	0.796894
chr1	14224676	14224833	0.323065
chr1	14224842	14226269	1.63686
chr1	14291709	14292615	1.24919
chr1	14292656	14292951	0.473829
chr1	14309683	14310098	1.33534
chr1	14420482	14420968	0.710743
chr1	14421629	14422124	0.861507
chr1	14630958	14631798	1.76609
chr1	14632364	14632973	0.92612
chr1	14649882	14651298	2.75682
chr1	14687483	14688602	1.05535
chr1	14688851	14689018	0.172301
chr1	14732630	14733998	1.98147
chr1	14734644	14735128	0.775356
chr1	14742175	14745353	9.84272
chr1	14753989	14757371	9.84272
chr1	15769099	15769868	0.883045
